type,address,item type,score,stauts,name,price,upc
walmart,1601 S Lower Sacramento Rd,Toilet-Paper,7.5,,,,
,,,,In Stock,"Cottonelle FreshCare Flushable Wipes, resealable pack, 168 wipes total",638,3600041777
,,,,Limited Stock,"Cottonelle FreshCare Flushable Wet Wipes, Flip-Top Resealable Tub, 42 Total Wipes",268,3600072400
walmart,1601 S Lower Sacramento Rd,Masks,10.0,,,,
,,,,In Stock,Swissco Spa Bella Delux Mask,484,76989888105
,,,,In Stock,So Fresh So Clean Powerful Peel Off Black Mask,688,81465502578
,,,,In Stock,"SheaMoisture African Black Soap Clarifying Mud Mask Packette Sulfate-Free, 0.5 oz",248,76430227072
,,,,In Stock,"Masqueology Collagen Hydro Gel Gold Face Mask, 0.98 Oz, 2 Count",250,85758100360
,,,,Limited Stock,"L'Oreal Paris Revitalift Triple Power Intensive Anti-Aging Night Face Mask, 1.7 oz.",1797,7124924073
walmart,1601 S Lower Sacramento Rd,Canned-Food,12.0,,,,
,,,,In Stock,BUSHS Original Baked Beans 117 oz.,698,3940001628
,,,,In Stock,"Hormel Foods BLACK LABEL Can Ham, 48 oz",942,3760023221
,,,,In Stock,"Muir Glen, Organic Crushed Fire Roasted Tomatoes, 28 oz",243,72534229043
,,,,In Stock,"East Point Wild Caught Tiny North Pacific Shrimp, 4 oz",354,4136910120
,,,,In Stock,"BUSH'S Savory Beans, Black Bean Fiesta, 15.5 oz Canned Beans",134,3940001194
walmart,1601 S Lower Sacramento Rd,Hand-sanitizer,8.0,,,,
,,,,In Stock,"Equate Travel Size Moisturizing Hand Sanitizer with Aloe, 3 fl oz",97,681131346580
,,,,In Stock,"Way To Celebrate Easter Hand Sanitizer, Butterflies",10,190425083594
,,,,In Stock,"Way To Celebrate Easter Hand Sanitizer, Bunny, 1 fl oz",10,190425083631
,,,,Limited Stock,"Hello Bello Hand Sanitizer Spray, Apple Blossom, 1.65oz",184,810007189925
,,,,Limited Stock,HAND SANITIZER ASST,10,190425083563
walmart,1601 S Lower Sacramento Rd,Wet-Wipes,13.0,,,,
,,,,In Stock,"2 Pack, Equate Beauty Makeup Remover Wipes, 80 Count",597,68113107281
,,,,In Stock,"2 Pack, Equate Beauty Night-Time Soothing Makeup Remover Wipes, 40 ct",597,68113111216
,,,,In Stock,"Bona Express Disposable Wet Cleaning Pads for Hardwood Floors, 12 count",897,73702501128
,,,,In Stock,"Neutrogena Fragrance Free Makeup Remover Facial Wipes, 25 ct., 2 Pack",897,7050120014
,,,,In Stock,Neutrogena Makeup Remover Cleansing Towelettes,493,7050111090
walmart,1601 S Lower Sacramento Rd,Hot-Dogs,20.0,,,,
,,,,In Stock,"Ball Park Beef Hot Dogs, Original Length, 16 Count",526,5450019334
,,,,In Stock,"Ball Park Beef Hot Dogs, Original Length, 8 Count",264,5450019322
,,,,In Stock,"Lightlife Smart Dogs Meatless Veggie Hot Dogs, 8 count, 12 oz",297,4345410080
,,,,In Stock,"Oscar Mayer Classic Uncured Beef Hot Dogs, 10 ct - 15.0 oz Package",294,4470007505
,,,,In Stock,"Ball Park Angus Beef Hot Dogs, Bun Size Length, 8 Count",294,5450010174
walmart,1601 S Lower Sacramento Rd,Rice,7.5,,,,
,,,,In Stock,"Mahatma Jasmine Brown Rice, 2-Pound Bag",268,1740022259
,,,,Limited Stock,"Botan Extra Fancy Calrose Rice, 20 lb",1748,1115214409
walmart,1601 S Lower Sacramento Rd,Frozen-Foods,19.0,,,,
,,,,In Stock,HOT POCKETS Philly Steak & Cheese Frozen Sandwiches 12 ct. Box Frozen Food Cheesesteak With Reduced-Fat Mozzarella Cheese,962,4369507520
,,,,In Stock,HOT POCKETS Four Cheese Pizza Frozen Sandwiches 12 ct. Box | Frozen Food With Reduced-Fat Mozzarella Cheese,962,4369507521
,,,,In Stock,"Tyson Fully Cooked Fun Nuggets with Whole Grain Breading, 29 oz. (Frozen)",497,2370001452
,,,,In Stock,"STOUFFERS CLASSICS Lasagna with Meat & Sauce, Party Size Frozen Meal",1178,1380055131
,,,,In Stock,"Jimmy Dean Meat Lovers Breakfast Bowl, 7 oz.",264,7790070615
walmart,1601 S Lower Sacramento Rd,Pasta,8.0,,,,
,,,,In Stock,"Rana Spinach & Ricotta Ravioli, 18 oz",592,87744800262
,,,,In Stock,"Great Value Cheese Tortellini Pasta, 19 oz",277,7874200945
,,,,In Stock,"Great Value Cheese Ravioli Pasta Family Size, 48 oz",498,7874203173
,,,,Limited Stock,BIRDS EYE Steamfresh Pasta Marinara,297,1450001745
,,,,Limited Stock,"Rana Mozzarella Cheese Ravioli, 18 oz",592,87744800261
walmart,1601 S Lower Sacramento Rd,Beans,10.0,,,,
,,,,In Stock,BUSHS Original Baked Beans 117 oz.,698,3940001628
,,,,In Stock,"BUSH'S Savory Beans, Black Bean Fiesta, 15.5 oz Canned Beans",134,3940001194
,,,,In Stock,S&W - Pinto Chili Beans - Low Sodium - 15.5 Oz. Can,78,7227348472
walmart,1601 S Lower Sacramento Rd,Chicken,17.0,,,,
,,,,In Stock,"Tyson Grilled & Ready Fully Cooked Grilled Chicken Breast Strips, 22 oz. (Frozen)",668,2370001625
,,,,In Stock,Perdue Harvestland NAE Frozen Boneless Skinless Indiviually Wrapped Chicken Breasts (2.25 lbs.),988,7274554618
,,,,In Stock,"Applegate Naturals Gluten-Free Chicken Nuggets, 16.0 OZ",987,2531705519
,,,,In Stock,"Great Value Boneless Skinless Chicken Breast, 5 lb. (Frozen)",976,7874202661
,,,,In Stock,"Great Value Boneless Skinless Chicken Breast, 3 lb. (Frozen)",594,7874237394
walmart,1601 S Lower Sacramento Rd,Paper-Towels,10.0,,,,
,,,,In Stock,"Viva Multi-Surface Cloth Paper Towels, Choose-A-Sheet, 6 Double Rolls (=12 Regular Rolls)",998,036000508642
,,,,In Stock,"Great Value Everyday Strong Paper Towels, Split Sheet, 4 Double Rolls",382,078742210797
,,,,In Stock,"Bounty Select-A-Size Paper Towels, White, 2 Double Rolls = 4 Regular Rolls",464,037000762287
,,,,In Stock,"Sparkle Pick-A-Size Paper Towels, 4 Double Rolls",498,030400221026
,,,,In Stock,"Bounty Select-A-Size Paper Towels, White, 12 Double Rolls = 24 Regular Rolls",1988,037000762096
walmart,1601 S Lower Sacramento Rd,Egg,17.0,,,,
,,,,In Stock,"Marketside Large Cage Free Brown Eggs, 12 count, 24 oz",248,68113112276
,,,,In Stock,"Egg-Land's Best Extra Large White Grade A Eggs, 12 Count",282,71514172928
,,,,In Stock,"Great Value Jumbo White Eggs, 12 count, 30 oz",438,7874212714
,,,,In Stock,"Great Value Large White Grade AA Eggs, 18 Count",517,7874214839
,,,,In Stock,"Great Value Large White Grade AA Eggs, 12 Count",350,7874214838
walmart,1601 S Lower Sacramento Rd,Milk,8.333333333333334,,,,
,,,,In Stock,"Horizon Organic 1% Lowfat Shelf Stable Chocolate Milk, 8 Oz., 12 Count",1198,74236500270
,,,,In Stock,"Horizon Organic 1% Lowfat Shelf Stable Strawberry Milk, 8 Oz., 6 Count",642,74236500421
,,,,Limited Stock,"Horizon Organic 1% Lowfat Shelf-Stable DHA Omega-3 Chocolate Milk, 8 Oz., 6 Count",684,74236500432
walmart,1601 S Lower Sacramento Rd,Bread,10.0,,,,
,,,,In Stock,Canyon Bakehouse Gluten Free Ancient Grain Bread 15 oz,498,85358400229
walmart,1919 Davis St,Peanut-Butter,9.0,,,,
,,,,In Stock,"SKIPPY Natural Creamy Peanut Butter, 15 oz",248,3760010506
,,,,In Stock,"PBfit Organic All-Natural Peanut Butter Powder, 15 oz",868,89792200275
,,,,In Stock,"SunButter Natural Sunflower Butter, 16 oz",482,73753919120
,,,,In Stock,Nuttzo Seed Butter Peanut,697,89469700227
,,,,Limited Stock,"Great Value No Stir Creamy Natural Peanut Butter Spread, 40 oz",332,7874200831
walmart,1919 Davis St,Meat,10.0,,,,
,,,,In Stock,"Prospect Farms Rock Cornish Game Hen without Neck & Giblets, 1.0 lbs.",298,2370000815
,,,,In Stock,"Tyson Premium Whole Cornish Hen (Twin Pack), 52 oz.",768,2370004130
,,,,In Stock,"Sam's Choice Black Angus Beef Patties, 6 ct, 2 lb (Frozen)",898,7874202908
,,,,In Stock,"Tyson Boneless Skinless Chicken Thighs, 2.5 lb. (Frozen)",648,2370047259
walmart,1919 Davis St,Bottled-Water,7.5,,,,
,,,,In Stock,"LIFEWTR, Purified Water, pH Balanced with Electrolytes For Taste, 1 Liter bottles (6 Count)",748,1200017002
,,,,In Stock,"Essentia Water; Better Rehydration* 1 Liter Bottles, Case of 6",998,65722700210
,,,,Limited Stock,"Propel Electrolyte Water, Berry, 16.9 oz Bottles, 12 Count",638,5200051233
,,,,Limited Stock,"Propel Electrolyte Water, Kiwi Strawberry, 16.9 oz Bottles, 12 Count",638,5200051200
walmart,1919 Davis St,Masks,10.0,,,,
,,,,In Stock,Swissco Spa Bella Delux Mask,484,76989888105
,,,,In Stock,So Fresh So Clean Powerful Peel Off Black Mask,688,81465502578
,,,,In Stock,"SheaMoisture African Black Soap Clarifying Mud Mask Packette Sulfate-Free, 0.5 oz",248,76430227072
,,,,In Stock,"Masqueology Collagen Hydro Gel Gold Face Mask, 0.98 Oz, 2 Count",250,85758100360
,,,,Limited Stock,"Spascriptions Rose, Gold & Cucumber Gel Face Mask",500,81465502481
walmart,1919 Davis St,Paper-Towels,10.0,,,,
,,,,In Stock,"Sparkle Pick-A-Size Paper Towels, 6 Double Rolls",644,030400221002
,,,,In Stock,"Great Value Everyday Strong Paper Towels, Split Sheet, 4 Double Rolls",382,078742210797
,,,,In Stock,"Bounty Select-A-Size Paper Towels, White, 2 Double Rolls = 4 Regular Rolls",464,037000762287
,,,,In Stock,"Sparkle Pick-A-Size Paper Towels, 4 Double Rolls",498,030400221026
,,,,In Stock,"Great Value Ultra Strong Paper Towels, Split Sheets, 12 Double Rolls",1497,078742210858
walmart,1919 Davis St,Hand-sanitizer,10.0,,,,
,,,,In Stock,"Everyone Lavender Aloe Antibacterial Hand Sanitizer Spray, 2 Fl. Oz",197,636874223131
,,,,In Stock,"Equate Travel Size Moisturizing Hand Sanitizer with Aloe, 3 fl oz",97,681131346580
,,,,In Stock,"Hand Sanitizer with Cup Cat Holder, 30 mL.",25,843736037984
,,,,In Stock,"Hand Sanitizer with Cupcake Holder, 30 mL.",25,843736038004
,,,,In Stock,"Owl Hand Sanitizer, Pink, 27 mL.",25,843736039940
walmart,1919 Davis St,Wet-Wipes,12.0,,,,
,,,,In Stock,"2 Pack, Equate Beauty Makeup Remover Wipes, 80 Count",597,68113107281
,,,,In Stock,"2 Pack, Equate Beauty Night-Time Soothing Makeup Remover Wipes, 40 ct",597,68113111216
,,,,In Stock,"Neutrogena Fragrance Free Makeup Remover Facial Wipes, 25 ct., 2 Pack",897,7050120014
,,,,In Stock,"2 Pack, Neutrogena Night Calming Makeup Remover Wipes, 25 ct",1096,7050120008
,,,,In Stock,Neutrogena Makeup Remover Cleansing Towelettes,493,7050111090
walmart,1919 Davis St,Hot-Dogs,20.0,,,,
,,,,In Stock,"Ball Park Beef Hot Dogs, Original Length, 16 Count",526,5450019334
,,,,In Stock,"Ball Park Beef Hot Dogs, Original Length, 8 Count",264,5450019322
,,,,In Stock,"Oscar Mayer Classic Uncured Beef Hot Dogs, 10 ct - 15.0 oz Package",294,4470007505
,,,,In Stock,"Ball Park Angus Beef Hot Dogs, Bun Size Length, 8 Count",294,5450010174
,,,,In Stock,"Ball Park Classic Hot Dogs, Bun Size Length, 8 Count",166,5450019327
walmart,1919 Davis St,Rice,7.5,,,,
,,,,In Stock,"UNCLE BEN'S Ready Rice: Cheddar Broccoli, 8.5oz",198,5480042080
,,,,In Stock,"Beech-Nut Baby Cereal Canister, Stage 1, Rice, 8 oz",238,5220003470
,,,,Limited Stock,"Botan Extra Fancy Calrose Rice, 20 lb",1748,1115214409
,,,,Limited Stock,"InnovAsian Vegetable Fried Rice Frozen Asian Side Dish, 18 oz",275,69511912014
walmart,1919 Davis St,Frozen-Foods,18.0,,,,
,,,,In Stock,HOT POCKETS Applewood Bacon Egg and Cheese Frozen Sandwiches 5 ct. Box Frozen Food With Reduced-Fat Cheddar Cheese,500,4369521114
,,,,In Stock,HOT POCKETS Philly Steak & Cheese Frozen Sandwiches 12 ct. Box Frozen Food Cheesesteak With Reduced-Fat Mozzarella Cheese,962,4369507520
,,,,In Stock,"Tyson Fully Cooked Fun Nuggets with Whole Grain Breading, 29 oz. (Frozen)",497,2370001452
,,,,In Stock,"STOUFFERS CLASSICS Lasagna with Meat & Sauce, Party Size Frozen Meal",1178,1380055131
,,,,In Stock,"Jimmy Dean Meat Lovers Breakfast Bowl, 7 oz.",264,7790070615
walmart,1919 Davis St,Pasta,8.333333333333334,,,,
,,,,In Stock,"LEAN CUISINE FAVORITES Alfredo Pasta with Chicken & Broccoli, Frozen Meal",198,1380017419
,,,,In Stock,"Golden Grain Angel Hair Pasta, 16 oz",138,4732590764
,,,,Limited Stock,"STOUFFER'S CLASSICS Fettuccini Alfredo, Frozen Meal",248,1380012006
walmart,1919 Davis St,Beans,10.0,,,,
,,,,In Stock,BUSHS Original Baked Beans 117 oz.,698,3940001628
,,,,In Stock,"Great Value Cut Green Beans, 12 oz",77,7874223734
,,,,In Stock,"Great Value French Style Green Beans, 14.5 oz",50,7874236945
,,,,In Stock,"El Monterey Beef, Bean, and Cheese Chimichangas, Authentic Mexican Recipe Frozen Chimichangas, 8 Count Bag",283,7100701467
walmart,1919 Davis St,Chicken,9.0,,,,
,,,,In Stock,"Tyson Grilled & Ready Fully Cooked Grilled Chicken Breast Strips, 22 oz. (Frozen)",668,2370001625
,,,,In Stock,Perdue Harvestland NAE Frozen Boneless Skinless Indiviually Wrapped Chicken Breasts (2.25 lbs.),988,7274554618
,,,,In Stock,"Tyson Naturals Gluten Free Breaded Chicken Breast Nuggets, 20 oz. (Frozen)",677,2370004385
,,,,In Stock,"Tyson Fully Cooked Chicken Nuggets, 32 oz. (Frozen)",497,2370002847
,,,,Limited Stock,"Tyson Grilled & Ready Fully Cooked Oven Roasted Diced Chicken Breast, 22 oz. (Frozen)",668,2370001627
walmart,1919 Davis St,Canned-Food,14.0,,,,
,,,,In Stock,BUSHS Original Baked Beans 117 oz.,698,3940001628
,,,,In Stock,"Bumble Bee Prime Fillet Solid White Albacore Tuna in Water, 5oz Can, High Protein Food and Snacks",212,8660000011
,,,,In Stock,"Muir Glen, Organic Crushed Fire Roasted Tomatoes, 28 oz",243,72534229043
,,,,In Stock,"East Point Wild Caught Tiny North Pacific Shrimp, 4 oz",354,4136910120
,,,,In Stock,Bumble Bee 3 Pack Solid White Tuna 4 Count,388,8660010251
walmart,1919 Davis St,Egg,19.0,,,,
,,,,In Stock,"Egg-Land's Best Farm Fresh Large White Grade AA Eggs, 12 Count",267,71514150349
,,,,In Stock,"Marketside Organic Cage Free Brown Eggs, Large, 12 count, 24 oz",362,68113112277
,,,,In Stock,"Great Value Large White Grade AA Eggs, 18 Count",232,7874214839
,,,,In Stock,"Marketside Large Cage Free Brown Eggs, 12 count, 24 oz",248,68113112276
,,,,In Stock,"Egg-Land's Best Farm Fresh Extra Large White Grade AA Eggs, 18 Count",412,71514111356
walmart,1919 Davis St,Milk,10.0,,,,
,,,,In Stock,"Horizon Organic 1% Lowfat Shelf Stable Chocolate Milk, 8 Oz., 12 Count",1198,74236500270
walmart,1919 Davis St,Bread,5.0,,,,
,,,,Limited Stock,"Food for Life Ezekiel 4:9 Bread, 24 oz",498,7347200120
walmart,501 Sereno Dr,Peanut-Butter,10.0,,,,
,,,,In Stock,"Great Value No Stir Creamy Natural Peanut Butter Spread, 40 oz",332,7874200831
,,,,In Stock,"SunButter Natural Sunflower Butter, 16 oz",482,73753919120
,,,,In Stock,Nuttzo Seed Butter Peanut,697,89469700227
,,,,In Stock,"MaraNatha Light Roast Creamy Almond Butter, 12 Ounce Jar",698,5165119240
walmart,501 Sereno Dr,Meat,7.5,,,,
,,,,In Stock,"Morningstar Farms Meat Lovers Vegan Burgers, 4oz, 4 count",648,2898910229
,,,,In Stock,"All Natural* 80% Lean/20% Fat Ground Beef Chuck Tray, 1 lb",447,7874226954
,,,,Limited Stock,"All Natural* 85% Lean/15% Fat Angus Steak Patties 12 Count, 4 lb",1692,7874226951
,,,,Limited Stock,"Ball Park Fully-Cooked Flame Grilled Original Beef Patties, 6 Count (Frozen)",697,5450019145
walmart,501 Sereno Dr,Bottled-Water,7.0,,,,
,,,,In Stock,"Propel Electrolyte Water, Black Cherry, 16.9 oz Bottles, 12 Count",638,5200013318
,,,,In Stock,"LIFEWTR, Purified Water, pH Balanced with Electrolytes For Taste, 1 Liter bottles (6 Count)",748,1200017002
,,,,Limited Stock,"Propel Electrolyte Water, Kiwi Strawberry, 16.9 oz Bottles, 12 Count",638,5200051200
,,,,Limited Stock,"Propel Electrolyte Water, Berry, 16.9 oz Bottles, 12 Count",638,5200051233
,,,,Limited Stock,"Essentia Water; Better Rehydration* 1 Liter Bottles, Case of 6",998,65722700210
walmart,501 Sereno Dr,Toilet-Paper,10.0,,,,
,,,,In Stock,"Scott 1000 Toilet Paper, 20 Rolls, 20,000 Sheets",1427,5400037551
,,,,In Stock,"Cottonelle FreshCare Flushable Wet Wipes Resealable Refill Pack, 252 Wipes Per Pack",932,3600043541
walmart,501 Sereno Dr,Masks,8.0,,,,
,,,,In Stock,"Masqueology Collagen Hydro Gel Gold Face Mask, 0.98 Oz, 2 Count",250,85758100360
,,,,In Stock,So Fresh So Clean Powerful Peel Off Black Mask,688,81465502578
,,,,Limited Stock,"L'Oreal Paris Revitalift Triple Power Intensive Anti-Aging Night Face Mask, 1.7 oz.",1797,7124924073
,,,,Limited Stock,Swissco Spa Bella Delux Mask,484,76989888105
,,,,Limited Stock,"SheaMoisture African Black Soap Clarifying Mud Mask Packette Sulfate-Free, 0.5 oz",248,76430227072
walmart,501 Sereno Dr,Canned-Food,12.0,,,,
,,,,In Stock,BUSHS Original Baked Beans 117 oz.,698,3940001628
,,,,In Stock,"(18 Pack) Fancy Feast Gravy Wet Cat Food Variety Pack, Medleys Florentine Collection, 3 oz. Cans",1458,5000057282
,,,,In Stock,"Hormel Foods BLACK LABEL Can Ham, 48 oz",942,3760023221
,,,,In Stock,"Rachael Ray Nutrish PEAK Natural Premium Wet Dog Food Variety Pack, Grain Free Adventure Pack, 3.5 Oz. Tub (Pack Of 18)",1082,7119000183
,,,,In Stock,"Muir Glen, Organic Crushed Fire Roasted Tomatoes, 28 oz",243,72534229043
walmart,501 Sereno Dr,Hand-sanitizer,10.0,,,,
,,,,In Stock,"Equate Travel Size Moisturizing Hand Sanitizer with Aloe, 3 fl oz",97,681131346580
,,,,In Stock,"Wet Ones Antibacterial Hand Wipes Travel Pack, Tropical Splash, 20 Ct",147,7682804864
walmart,501 Sereno Dr,Wet-Wipes,15.0,,,,
,,,,In Stock,"Cottonelle FreshCare Flushable Wet Wipes Resealable Refill Pack, 252 Wipes Per Pack",932,3600043541
,,,,In Stock,"2 Pack, Equate Beauty Makeup Remover Wipes, 80 Count",597,68113107281
,,,,In Stock,"2 Pack, Equate Beauty Night-Time Soothing Makeup Remover Wipes, 40 ct",597,68113111216
,,,,In Stock,Neutrogena Makeup Remover Cleansing Towelettes,493,7050111090
,,,,In Stock,"2 Pack, Neutrogena Night Calming Makeup Remover Wipes, 25 ct",1096,7050120008
walmart,501 Sereno Dr,Hot-Dogs,20.0,,,,
,,,,In Stock,"Ball Park Beef Hot Dogs, Original Length, 16 Count",526,5450019334
,,,,In Stock,"Ball Park Beef Hot Dogs, Original Length, 8 Count",264,5450019322
,,,,In Stock,"Lightlife Smart Dogs Meatless Veggie Hot Dogs, 8 count, 12 oz",297,4345410080
,,,,In Stock,"Ball Park Angus Beef Hot Dogs, Bun Size Length, 8 Count",294,5450010174
,,,,In Stock,"Oscar Mayer Classic Uncured Beef Hot Dogs, 10 ct - 15.0 oz Package",294,4470007505
walmart,501 Sereno Dr,Rice,8.333333333333334,,,,
,,,,In Stock,"Botan Extra Fancy Calrose Rice, 20 lb",1748,1115214409
,,,,In Stock,"Mahatma Jasmine Brown Rice, 2-Pound Bag",268,1740022259
,,,,Limited Stock,"UNCLE BEN'S Ready Rice: Cheddar Broccoli, 8.5oz",198,5480042080
walmart,501 Sereno Dr,Frozen-Foods,17.0,,,,
,,,,In Stock,HOT POCKETS Applewood Bacon Egg and Cheese Frozen Sandwiches 5 ct. Box Frozen Food With Reduced-Fat Cheddar Cheese,500,4369521114
,,,,In Stock,HOT POCKETS Four Cheese Pizza Frozen Sandwiches 12 ct. Box | Frozen Food With Reduced-Fat Mozzarella Cheese,962,4369507521
,,,,In Stock,"Tyson Fully Cooked Fun Nuggets with Whole Grain Breading, 29 oz. (Frozen)",497,2370001452
,,,,In Stock,Healthy Choice Simply Steamers Frozen Dinner Grilled Chicken & Broccoli Alfredo 9.15 Ounce,258,7265500124
,,,,In Stock,"Jimmy Dean Meat Lovers Breakfast Bowl, 7 oz.",264,7790070615
walmart,501 Sereno Dr,Pasta,7.0,,,,
,,,,In Stock,BIRDS EYE Steamfresh Pasta Marinara,297,1450001745
,,,,In Stock,BUITONI Herb Chicken Tortellini Refrigerated Pasta 20 oz. Family Pack,598,2484221744
,,,,Limited Stock,"Rana Spinach & Ricotta Ravioli, 18 oz",592,87744800262
,,,,Limited Stock,BIRDS EYE Steamfresh Veggie Made Pasta Alfredo,297,1450001750
,,,,Limited Stock,"Great Value Stuffed Shells Pasta, 32 oz",548,7874224923
walmart,501 Sereno Dr,Beans,8.75,,,,
,,,,In Stock,BUSHS Original Baked Beans 117 oz.,698,3940001628
,,,,In Stock,SunVista - Pinto Beans With Garlic - 29 Oz. Can,106,88439520772
,,,,In Stock,"BUSH'S Barbecue Baked Beans, 28 oz Canned Beans",198,3940001199
,,,,Limited Stock,C & W Frozen Foods C & W Petite Whole Beans 14 oz,192,7033200055
walmart,501 Sereno Dr,Chicken,12.0,,,,
,,,,In Stock,"Tyson Grilled & Ready Fully Cooked Grilled Chicken Breast Strips, 22 oz. (Frozen)",668,2370001625
,,,,In Stock,"Great Value Boneless Skinless Chicken Breast, 5 lb. (Frozen)",976,7874202661
,,,,In Stock,"Tyson Grilled & Ready Fully Cooked Oven Roasted Diced Chicken Breast, 22 oz. (Frozen)",668,2370001627
,,,,In Stock,"Great Value Boneless Skinless Chicken Breast, 3 lb. (Frozen)",594,7874237394
,,,,In Stock,"Del Real Foods Shredded Chicken, 16 oz",692,82979302293
walmart,501 Sereno Dr,Paper-Towels,10.0,,,,
,,,,In Stock,"Sparkle Pick-A-Size Paper Towels, 6 Double Rolls",644,030400221002
,,,,In Stock,"Great Value Everyday Strong Paper Towels, Split Sheet, 4 Double Rolls",382,078742210797
,,,,In Stock,"Bounty Select-A-Size Paper Towels, White, 2 Double Rolls = 4 Regular Rolls",464,037000762287
,,,,In Stock,"Sparkle Pick-A-Size Paper Towels, 4 Double Rolls",498,030400221026
,,,,In Stock,"Bounty Select-A-Size Paper Towels, White, 12 Double Rolls = 24 Regular Rolls",1988,037000762096
walmart,501 Sereno Dr,Egg,18.0,,,,
,,,,In Stock,"Marketside Organic Cage Free Brown Eggs, Large, 12 count, 24 oz",362,68113112277
,,,,In Stock,"Marketside Organic Cage Free Brown Eggs, Large, 18 count, 36 oz",574,68113112280
,,,,In Stock,"Great Value Large White Grade AA Eggs, 18 Count",428,7874214839
,,,,In Stock,"Great Value Jumbo White Eggs, 12 count, 30 oz",363,7874212714
,,,,In Stock,"Egg-Land's Best Cage Free Large Brown Grade A Eggs, 12 Count",342,71514151464
